﻿TreeNumber,Species,City,Longitude,Latitude,Tract
20190911040,Lagerstroemia indica,Long Beach,-118.223961,33.793871,6037575278
20190911042,Lagerstroemia indica,Long Beach,-118.224081,33.793991,6037575278
20190911052,Arbutus unedo,Long Beach,-118.223941,33.793331,6037575278
20190911056,Arbutus unedo,Long Beach,-118.224141,33.793271,6037575278
20190911058,Arbutus unedo,Long Beach,-118.224091,33.793131,6037575278
20190911059,Arbutus unedo,Long Beach,-118.224111,33.793091,6037575278
20190911066,Arbutus unedo,Long Beach,-118.221711,33.791711,6037575278
20190911067,Arbutus unedo,Long Beach,-118.221631,33.791671,6037575278
20190911082,Rhus lances,Long Beach,-118.224181,33.792511,6037575278
20190911086,Podocarpus macrophyllus,Long Beach,-118.224161,33.792301,6037575278
20190911088,Podocarpus macrophyllus,Long Beach,-118.223991,33.793451,6037575278
20190911090,Podocarpus macrophyllus,Long Beach,-118.224081,33.793841,6037575278
20190911095,Persea sp.,Long Beach,-118.224161,33.792561,6037575278
20190911096,Pittosporum undulatum,Long Beach,-118.223821,33.793691,6037575278
20190921006,Lophostemon confertus,Long Beach,-118.108821,33.823881,6037575737
20190921008,Bauhinia variegata,Long Beach,-118.113011,33.823421,6037575737
20190921009,Bauhinia variegata,Long Beach,-118.113031,33.823411,6037575737
20190921010,Bauhinia variegata,Long Beach,-118.112971,33.823681,6037575737
20190921014,Ulmus parvifolia,Long Beach,-118.111271,33.822911,6037575737
20190921020,Celtis sinensis,Long Beach,-118.112691,33.823661,6037575737
20190921021,Celtis sinensis,Long Beach,-118.111621,33.823571,6037575737
20190921027,Bauhinia variegata,Long Beach,-118.109781,33.824431,6037575737
20190921035,Cinnamomum camphora,Long Beach,-118.113881,33.823451,6037575737
20190921038,Cinnamomum camphora,Long Beach,-118.113901,33.823841,6037575737
20190921043,Jacaranda mimosifolia,Long Beach,-118.114851,33.822391,6037575737
20190921044,Jacaranda mimosifolia,Long Beach,-118.114651,33.822611,6037575737
20190921046,Jacaranda mimosifolia,Long Beach,-118.114721,33.822881,6037575737
20190921048,Jacaranda mimosifolia,Long Beach,-118.114691,33.823121,6037575737
20190921049,Jacaranda mimosifolia,Long Beach,-118.114701,33.823171,6037575737
20190921052,Jacaranda mimosifolia,Long Beach,-118.114611,33.823251,6037575737
20190921054,Lophostemon confertus,Long Beach,-118.108091,33.823121,6037575737
20190921055,Lophostemon confertus,Long Beach,-118.108111,33.823841,6037575737
20190921057,Ginkgo Biloba,Long Beach,-118.109681,33.822431,6037575737
20190921068,Jacaranda mimosifolia,Long Beach,-118.111311,33.822271,6037575737
20190921071,Jacaranda mimosifolia,Long Beach,-118.109951,33.822271,6037575737
20190921074,Jacaranda mimosifolia,Long Beach,-118.114591,33.823651,6037575737
20190921075,Jacaranda mimosifolia,Long Beach,-118.114681,33.823671,6037575737
20190921078,Jacaranda mimosifolia,Long Beach,-118.114711,33.824261,6037575737
20190921084,Ulmus parvifolia,Long Beach,-118.115401,33.823791,6037575737
2019070101,Cercis occidentalis,Long Beach,-118.197626,33.866354,6037570402
2019070103,Cercis occidentalis,Long Beach,-118.197706,33.866381,6037570402
2019070801,Bauhinia variegata,Long Beach,-118.175891,33.828952,6037571900
2019070802,Bauhinia variegata,Long Beach,-118.176023,33.828951,6037571900
2019070804,Pyrus kawakamii,Long Beach,-118.142584,33.780904,6037577000
2019081301,Persea Americana,Long Beach,-118.188162,33.786175,6037575300
2019102906,Pinus canariensis,Long Beach,-118.107201,33.769431,6037577602
2019102908,Pinus canariensis,Long Beach,-118.107151,33.769491,6037577602
2019102910,Ulmus parvifolia,Long Beach,-118.108991,33.76929,6037577602
2019102916,Ulmus parvifolia,Long Beach,-118.108891,33.77042,6037577602
2019102920,Tabebuia avellanedae,Long Beach,-118.108921,33.77152,6037577602
2019102928,Pistacia chinensis,Long Beach,-118.109891,33.76981,6037577602
2019102929,Pistacia chinensis,Long Beach,-118.109717,33.77006,6037577602
2019102930,Pistacia chinensis,Long Beach,-118.109851,33.76992,6037577602
2019102936,Pistacia chinensis,Long Beach,-118.109661,33.771481,6037577602
2019102937,Jacaranda mimosifolia,Long Beach,-118.109381,33.768881,6037577602
2019102940,Jacaranda mimosifolia,Long Beach,-118.108271,33.768681,6037577602
2019102945,Geijera parviflora,Long Beach,-118.106741,33.771831,6037577602
2019102307,Podocarpus macrophyllus,Long Beach,-118.209471,33.782381,6037980039
2019102308,Podocarpus macrophyllus,Long Beach,-118.209281,33.782411,6037980040
2019102311,Podocarpus macrophyllus,Long Beach,-118.209013,33.782331,6037980043
2019102312,Podocarpus macrophyllus,Long Beach,-118.209111,33.782261,6037980044
2019103007,Bauhinia blakeana,Long Beach,-118.177281,33.766461,6037576601
2019103009,Arbutus unedo,Long Beach,-118.179111,33.766561,6037576601
2019103011,Ginkgo Biloba,Long Beach,-118.180931,33.766551,6037576601
2019103012,Ginkgo Biloba,Long Beach,-118.180781,33.766451,6037576601
2019103014,Ginkgo Biloba,Long Beach,-118.180711,33.766071,6037576601
2019103016,Ginkgo Biloba,Long Beach,-118.180541,33.767821,6037576601
2019103019,Tabebuia avellanedae,Long Beach,-118.175641,33.765651,6037576601
2019103020,Tabebuia avellanedae,Long Beach,-118.175591,33.765831,6037576601
2019103021,Tabebuia avellanedae,Long Beach,-118.175541,33.765651,6037576601
2019103024,Lagerstroemia indica,Long Beach,-118.181661,33.767431,6037576601
2019103025,Lagerstroemia indica,Long Beach,-118.180221,33.767221,6037576601
2019103026,Lagerstroemia indica,Long Beach,-118.180161,33.767261,6037576601
2019103031,Lagerstroemia indica,Long Beach,-118.179281,33.767011,6037576601
2019103035,Lagerstroemia indica,Long Beach,-118.178121,33.766861,6037576601
2019103036,Lagerstroemia indica,Long Beach,-118.178051,33.766811,6037576601
2019103041,Lagerstroemia indica,Long Beach,-118.174581,33.765791,6037576602
2019103042,Lophostemon confertus,Long Beach,-118.181631,33.768565,6037576601
2019103049,Lophostemon confertus,Long Beach,-118.179991,33.768231,6037576601
2019103050,Lophostemon confertus,Long Beach,-118.179912,33.768221,6037576601
2019103052,Lophostemon confertus,Long Beach,-118.178012,33.768111,6037576601
2019103054,Lophostemon confertus,Long Beach,-118.177311,33.767961,6037576601
2019103059,Lophostemon confertus,Long Beach,-118.174631,33.767651,6037576602
2019103062,Lophostemon confertus,Long Beach,-118.173781,33.767354,6037576602
2019103064,Lophostemon confertus,Long Beach,-118.173451,33.767231,6037576602
2019111603,Arbutus unedo,Long Beach,-118.208007,33.874822,6037570403
2019111607,Arbutus unedo,Long Beach,-118.207779,33.876788,6037570403
2019111610,Arbutus unedo,Long Beach,-118.208021,33.877064,6037570403
2019111611,Arbutus unedo,Long Beach,-118.208021,33.877122,6037570403
2019111612,Arbutus unedo,Long Beach,-118.208022,33.877377,6037570403
2019111614,Arbutus unedo,Long Beach,-118.208029,33.878473,6037570403
2019111619,Arbutus unedo,Long Beach,-118.208151,33.879621,6037570403
2019111625,Arbutus unedo,Long Beach,-118.206013,33.879955,6037570403
2019111626,Arbutus unedo,Long Beach,-118.206024,33.880041,6037570403
2019111629,Arbutus unedo,Long Beach,-118.206409,33.879752,6037570403
2019111633,Arbutus unedo,Long Beach,-118.206953,33.879749,6037570403
2019111635,Lagerstroemia indica,Long Beach,-188.204973,33.877911,6037570403
2019111640,Lagerstroemia indica,Long Beach,-118.205554,33.877875,6037570403
2019111643,Lagerstroemia indica,Long Beach,-118.205696,33.877561,6037570403
2019111648,Lagerstroemia indica,Long Beach,-118.206998,33.877639,6037570403
2019111649,Lagerstroemia indica,Long Beach,-118.205037,33.876888,6037570403
2019111653,Lagerstroemia indica,Long Beach,-118.207754,33.876881,6037570403
2019122102,Tabebuia avellanedae,Long Beach,-118.175897,33.844949,6037571503
2019122104,Tabebuia avellanedae,Long Beach,-118.176037,33.845023,6037571503
2019122105,Tabebuia avellanedae,Long Beach,-118.175918,33.845173,6037571503
2019122112,Tabebuia avellanedae,Long Beach,-118.175951,33.845491,6037571503
2019122122,Lagerstroemia indica,Long Beach,-118.175083,33.844341,6037571503
2019122129,Lagerstroemia indica,Long Beach,-118.175163,33.845128,6037571503
2019122130,Lagerstroemia indica,Long Beach,-118.175053,33.845186,6037571503
2019122131,Lagerstroemia indica,Long Beach,-118.175058,33.845242,6037571503
2019122135,Arbutus unedo,Long Beach,-118.174159,33.844832,6037571503
2019122136,Cercis occidentalis,Long Beach,-118.175798,33.846423,6037571503
2019122139,Cercis occidentalis,Long Beach,-118.175394,33.846425,6037571503
2019122143,Cercis occidentalis,Long Beach,-118.174856,33.846421,6037571503
2019122144,Cercis occidentalis,Long Beach,-118.174797,33.846421,6037571503
2019122147,Cercis occidentalis,Long Beach,-118.174521,33.846421,6037571503
2019122148,Cercis occidentalis,Long Beach,-118.174461,33.846421,6037571503
2019122701,Geijera parviflora,Long Beach,-118.108106,33.769409,6037577602
2019122703,Geijera parviflora,Long Beach,-118.108104,33.769982,6037577602
2019122706,Geijera parviflora,Long Beach,-118.108104,33.770364,6037577602
2019122707,Geijera parviflora,Long Beach,-118.108103,33.770411,6037577602
2019122708,Geijera parviflora,Long Beach,-118.107976,33.771542,6037577602
2019122001,Lagerstroemia Indica,Long Beach,-118.160875,33.779051,6037576403
2019122002,Celtis sinensis,Long Beach,-118.179049,33.844039,6037571502
2019100703,TriSt.ania conferta,Long Beach,-118.152777,33.777217,6037576904
2019102101,Schinus molle,Long Beach,-118.105428,33.802296,6037574400
2019102104,Ulmas parvifolia,Long Beach,-118.111651,33.793222,6037574300
2019110402,Cassia leptophylla,Long Beach,-118.118821,33.815324,6037574100
2019110403,Cassia leptophylla,Long Beach,-118.118895,33.815325,6037574100
2019110701,Cupaniopsis anacardioides,Long Beach,-118.175187,33.823386,6037572001
2019110702,Pyrus kawakamii,Long Beach,-118.209025,33.794602,6037572900
2019111201,Quercus agrifolia,Long Beach,-118.201404,33.814681,6037572201
2019111301,Lagerstroemia indica,Long Beach,-118.094887,33.789311,6037574500
2019111303,Lagerstroemia indica,Long Beach,-118.094829,33.789426,6037574500
2019111801,Ulmas parvifolia,Long Beach,-118.180849,33.829004,6037571900
2019111803,Ulmas parvifolia,Long Beach,-118.181042,33.829002,6037571900
2019112501,Lagerstroemia indica,Long Beach,-118.183661,33.874698,6037570202
2019112502,Lagerstroemia indica,Long Beach,-118.183726,33.874698,6037570202
2019120902,Bauhinia variegata,Long Beach,-118.193785,33.880481,6037570404
2019101002,Citrus aurantiifolia,Long Beach,-118.191761,33.859393,6037571701
2019101004,Citrus aurantiifolia,Long Beach,-118.180903,33.855444,6037570601
2019101404,Citrus limon,Long Beach,-118.186477,33.790871,6037573202
2019101701,Persea americana,Long Beach,-118.171437,33.868401,6037570502
2019102401,Citrus sinensis,Long Beach,-118.199612,33.792438,6037573003
2019102802,Prunus persica,Long Beach,-118.187399,33.861006,6037570303
2019102804,Prunus persica,Long Beach,-118.200465,33.821373,6037572100
2019102805,Prunus persica,Long Beach,-118.179099,33.866761,6037570501
2019102902,Punica granatum,Long Beach,-118.186773,33.766972,6037576001
2019103102,Citrus sinensis,Long Beach,-118.169706,33.788029,6037575202
2020012502,Lagerstroemia indica,Long Beach,-118.092254,33.813158,6037574000
2020012508,Lagerstroemia indica,Long Beach,-118.092425,33.816657,6037574000
2020012512,Pinus canariensis,Long Beach,-118.094813,33.812787,6037574000
2020012514,Celtis sinensis,Long Beach,-118.095527,33.811911,6037574000
2020012516,Celtis sinensis,Long Beach,-118.095666,33.814072,6037574000
2020012523,Lagerstroemia indica,Long Beach,-118.093148,33.810992,6037574000
2020012525,Lagerstroemia indica,Long Beach,-118.093023,33.811262,6037574000
2020012526,Lagerstroemia indica,Long Beach,-118.093019,33.811487,6037574000
2020012527,Lagerstroemia indica,Long Beach,-118.093143,33.811553,6037574000
2020012528,Lagerstroemia indica,Long Beach,-118.093022,33.811777,6037574000
2020012530,Lagerstroemia indica,Long Beach,-118.093206,33.813091,6037574000
2020012532,Ulmus parvifolia,Long Beach,-118.093016,33.812476,6037574000
2020012536,Celtis occidentalis,Long Beach,-118.093434,33.815208,6037574000
2020012537,Celtis occidentalis,Long Beach,-118.093411,33.815312,6037574000
2020012539,Lagerstroemia indica,Long Beach,-118.093465,33.815906,6037574000
2020012540,Lagerstroemia indica,Long Beach,-118.093439,33.816008,6037574000
2020012543,Lagerstroemia indica,Long Beach,-118.092615,33.816007,6037574000
2020012548,Ulmus parvifolia,Long Beach,-118.094192,33.818018,6037574000
2020012551,Ulmus parvifolia,Long Beach,-118.092839,33.818018,6037574000
2020012553,Ulmus parvifolia,Long Beach,-118.092666,33.817834,6037574000
2020012555,Ulmus parvifolia,Long Beach,-118.096261,33.814503,6037574000
2020012559,Ulmus parvifolia,Long Beach,-118.096493,33.815744,6037574000
2020012561,Ulmus parvifolia,Long Beach,-118.096498,33.816361,6037574000
2020012562,Ulmus parvifolia,Long Beach,-118.096365,33.817029,6037574000
2020012563,Ulmus parvifolia,Long Beach,-118.096357,33.816974,6037574000
2020022202,Celtis occidentalis,Long Beach,-118.213655,33.819595,6037572301
2020022204,Celtis occidentalis,Long Beach,-118.213536,33.819969,6037572301
2020022205,Celtis occidentalis,Long Beach,-118.213536,33.819969,6037572301
2020022206,Celtis occidentalis,Long Beach,-118.213537,33.820363,6037572301
2020022210,Celtis occidentalis,Long Beach,-118.213651,33.821602,6037572301
2020022214,Chitalpa tashkentensis,Long Beach,-118.212831,33.819302,6037572301
2020022223,Podocarpus macrophyllus,Long Beach,-118.211187,33.821006,6037572301
2020022225,Podocarpus macrophyllus,Long Beach,-118.211178,33.822559,6037572301
2020022233,Pittosporum undulatum,Long Beach,-118.210323,33.821222,6037572400
2020022235,Pittosporum undulatum,Long Beach,-118.209471,33.821349,6037572400
2020022240,Lagerstroemia indica,Long Beach,-118.212214,33.819634,6037572301
2020022241,Lagerstroemia indica,Long Beach,-118.211751,33.819857,6037572301
2020022242,Lagerstroemia indica,Long Beach,-118.211741,33.819821,6037572301
2020022243,Lagerstroemia indica,Long Beach,-118.212141,33.820041,6037572301
2020022248,Lagerstroemia indica,Long Beach,-118.211891,33.821837,6037572301
2020022249,Lagerstroemia indica,Long Beach,-118.211888,33.821771,6037572301
2020022250,Lagerstroemia indica,Long Beach,-118.212008,33.822078,6037572301
2020022253,Lagerstroemia indica,Long Beach,-188.212005,33.822575,6037572301
2020022256,Cinnamomum camphora,Long Beach,-118.207818,33.819363,6037572400
2020022258,Cinnamomum camphora,Long Beach,-118.207628,33.819631,6037572400
2020022259,Cinnamomum camphora,Long Beach,-118.207621,33.819773,6037572400
2020022260,Cinnamomum camphora,Long Beach,-118.207621,33.819896,6037572400
2020022261,Cinnamomum camphora,Long Beach,-118.207621,33.820043,6037572400
2020022265,Cinnamomum camphora,Long Beach,-118.207621,33.820701,6037572400
2020022270,Celtis sinensis,Long Beach,-118.211182,33.819322,6037572302
2020022271,Celtis sinensis,Long Beach,-118.211411,33.818811,6037572302
2020022273,Celtis sinensis,Long Beach,-118.211655,33.818811,6037572302
2020022277,Celtis sinensis,Long Beach,-118.211957,33.818811,6037572302
2020022279,Celtis sinensis,Long Beach,-118.212151,33.818674,6037572302
2020012402,Ulmus parvifolia,Long Beach,-118.115469,33.797472,6037574300
2020012403,Cercis canadensis,Long Beach,-118.123394,33.817326,6037574100
2020012404,Cercis canadensis,Long Beach,-118.123452,33.817324,6037574100
2020020502,Persea americana,Long Beach,-118.198477,33.80066,6037573100
2020020701,Chitalpa tashkentensis,Long Beach,-118.176147,33.857597,6037570602
2020020702,Persea americana,Long Beach,-118.178324,33.857134,6037570601
2020021001,Persea americana,Long Beach,-118.172563,,6037570502
2020021101,Prunus persica,Long Beach,-118.187849,33.783673,6037575300
2020021401,Cercis canadensis,Long Beach,-118.195972,33.805005,6037572202
2020022801,Cercis canadensis,Long Beach,-118.191469,33.848002,6037571703
2020031102,Tabebuia avellanedae,Long Beach,-118.09273,33.818273,6037574000
2020031103,Tabebuia avellanedae,Long Beach,-118.092722,33.818225,6037574000
2020031601,Tabebuia chrysotricha,Long Beach,-118.198144,33.776247,6037575802
2020031605,Bauhinia variegata,Long Beach,-118.198147,33.77614,6037575802
2020031606,Bauhinia variegata,Long Beach,-118.197958,33.776102,6037575802
2020031801,Chitalpa tashkentensis,Long Beach,-118.197958,33.775839,6037575802
2020031804,Bauhinia variegata,Long Beach,-118.19679,33.777687,6037575802
2020032301,Ulmus parvifolia,Long Beach,-118.199302,33.810373,6037572202
2020032706,Tipuana tipu,Long Beach,-118.144611,33.79344,6037575001
2020033001,Punica granatum,Long Beach,-118.194709,33.796408,6037573004
2020033002,Punica granatum,Long Beach,-118.194685,33.795761,6037573004
2020033101,Persea americana,Long Beach,-118.200909,33.851856,6037571701
2020033102,Prunus persica,Long Beach,-118.200095,33.818084,6037572201
2020052001,Chitalpa tashkentensis,Long Beach,-118.18989,33.793221,6037573002
2020052002,Chitalpa tashkentensis,Long Beach,-118.18967,33.793171,6037573002
2020052006,Chitalpa tashkentensis,Long Beach,-118.18988,33.792681,6037573002
2020052007,Chitalpa tashkentensis,Long Beach,-118.18986,33.792681,6037573002
2020041502,Lagerstroemia indica,Long Beach,-118.200257,,6037570402
2020041801,Geijera parviflora,Long Beach,-118.095468,33.825047,6037573800
2020042002,Cinnamomum camphora,Long Beach,-118.105353,33.788955,6037574500
2020042902,Geijera parviflora,Long Beach,-118.112894,33.820795,6037573700
2020050501,Magnolia grandiflora,Long Beach,-118.125192,33.774647,6037577603
2020052001,Cercis occidentalis,Long Beach,-118.168774,33.830921,6037571900
2020052002,Cercis occidentalis,Long Beach,-118.168774,33.830878,6037571900
2020061001,Quercus ilex,Long Beach,-118.115471,33.797601,6037574300
2020061203,Olea europaea,Long Beach,-118.104756,33.771754,6037577602
2020061702,Cercidium hybrid,Long Beach,-118.095509,33.826649,6037573800
2020062401,Cercis occidentalis,Long Beach,-118.166457,33.86004,6037570603
2020062403,Cercidium hybrid,Long Beach,-118.174119,33.844413,6037571503
2020062604,Olea europaea,Long Beach,-118.198189,33.798488,6037573100
2020062606,Cercis canadensis,Long Beach,-118.097909,33.822754,6037573800
2020040301,Punica granatum,Long Beach,-118.199454,33.868354,6037570202
2020051301,Prunus persica,Long Beach,-118.173626,33.863507,6037570502
2020051503,Punica granatum,Long Beach,-118.174016,33.776318,6037576402
2020052901,Prunus persica,Long Beach,-118.219883,33.822816,6037572301
2020052902,Persea americana,Long Beach,-118.174215,33.850608,6037570602
2020060301,Persea americana,Long Beach,-118.208789,33.810372,6037572600
2020060302,Prunus persica,Long Beach,-118.16946,33.778889,6037576403
2020061003,Persea americana,Long Beach,-118.160177,33.786368,6037575101
